OBJECTID,type_,desc_type,nom_plant,culture,echelle,province,nom_acquer,etat_plant,sup_adm_ha,sup_sig_ha,created_user,created_date,last_edited_user,last_edited_date,globalid,proprietaire,note,Shape__Area,Shape__Length
126,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,811,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e21be659-88bd-4942-8ec9-8c4912fd560c, ,Limites d'origine non détectables sur imagerie,8109734.79412842,12245.3903684857
127,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,En activité,2187,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e2db44c3-f659-4994-a1d6-528dda6c3265, , ,21898409.4356689,32921.2327414242
128,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,104,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,be19b882-e969-49cc-acb1-5d0416f6fcad, ,Limites d'origine non détectables sur imagerie,1038964.57878113,5955.47341008785
129,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,5163,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,031b4718-cab4-4eba-9abf-1bebbd7a4d4f, , ,51664728.1367188,42666.6373656073
130,5120000,Culture pérenne, ,Café,De 30 à 100 hectares,, ,Abandonné,55,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,49ce5689-2a7f-4994-a7b4-a0f093b56a20, ,Limites d'origine non détectables sur imagerie,545775.63659668,2994.38364933801
131,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,152,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,1a81ebff-646e-4b61-86af-dee882d1b2da, , ,1524235.65942383,5242.21371537626
132,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,133,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,b87906a1-157e-4f13-9c41-72bb6debfd8b, ,Limites d'origine non détectables sur imagerie,1330365.36755371,5319.64577649254
133,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,Abandonné,1084,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,33015b38-2b23-485f-b77d-02073e0b31ea, ,Limites d'origine non détectables sur imagerie,10844383.6694922,14123.4120889865
134,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,1327,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f47eacc6-718f-417d-bcf9-6a466683edff, , ,13293477.630188,17716.0751831878
135,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,86,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,44bb13b5-fab9-4ca5-88de-b6ba8cc7b39f, ,Limites d'origine non détectables sur imagerie,862663.927764893,4203.25901442537
136,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,468,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,14de34c8-7c70-406a-b188-ba4ce75edf63, , ,4689065.02813721,9874.01327568963
137,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,524,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,022bad2a-2f93-4fc4-8e6b-19cf39d4316c, ,Limites d'origine non détectables sur imagerie,5237066.61911774,16617.8367929595
138,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,En activité,736,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,7727fb81-6f60-4ce7-a728-7e4deb181db0, , ,7358883.3542099,18385.8951366495
139,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,493,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,253201b6-5a2c-4211-8b68-e1f66eb756c8, ,Limites d'origine non détectables sur imagerie,4932118.52452087,16846.0462024962
140,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,Abandonné,2971,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,da0eb0f6-22e1-4aa0-82e8-6b6e321c4886, , ,29747791.6435547,24301.945062782
141,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,914,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9fb69c14-29f2-4536-adbd-7d8c5f533e84, , ,9139326.11335754,18312.9417363764
142,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,186,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,3a4785eb-b509-4683-a483-8d160af459b9, , ,1862466.67024231,6559.83517342705
143,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,449,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,c75a21f4-17d0-4a11-a809-0a2a315dc39c, ,Limites d'origine non détectables sur imagerie,4500590.83679199,9460.53663375313
144,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,359,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,397d11c9-c66e-4153-9d53-b69a8776379e, , ,3589246.59344482,8884.73421681759
145,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,129,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f1d215be-0c39-4936-bec2-c17494a34b89, , ,1289175.06590271,5065.15275021545
146,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,465,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,096b3ba5-641c-454f-a1c4-eeddc9d21837, , ,4649625.42391968,10366.1722408805
147,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,4281,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,4da61dbc-6240-4135-b715-5a036f2ed14f, , ,42822965.0919952,120804.215805717
148,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,En activité,1550,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,afc3e6bf-d0e4-45f8-8c26-2036142a0a93, , ,15500139.9060059,23398.7284778835
149,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,784,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,4ef07585-07db-4b72-9262-456cf0922222, ,Limites d'origine non détectables sur imagerie,7845797.81097412,13011.310002435
150,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1094,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,26ecb989-2d4d-440f-b095-ffedcb1caf5d, , ,10947895.2561646,17382.5964299847
151,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,69,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,97305df4-b008-4c2c-9864-bd5f0cb3cb76, , ,690514.984802246,3827.63685375673
152,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,62,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,cf0713c8-bb07-4b35-949a-bfb317855fd7, , ,619880.025634766,3193.67795160216
153,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,En activité,536,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a36a5957-1d94-468e-8d5a-d5c09b37e36e, , ,5369177.46685791,10414.0482964981
154,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,712,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9fe2d43d-cc91-40ab-98e9-fe47f1b361d8, , ,7126618.53308105,17597.8863257879
155,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,170,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,5ce524cf-9153-4dfa-861b-9e14138af708, , ,1698698.55847168,5562.22470080218
156,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1448,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,46011000-cfe7-4e73-9c56-a99d361eab99, , ,14483028.7547607,22148.7807081272
157,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,En activité,1234,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,7de73e9c-cdc1-4242-bb34-c7e3425c45c2, , ,12355904.1825562,14297.9595589211
158,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,173,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6999ee8f-839f-4d02-bb14-b3f857b89534, , ,1728185.13883972,6815.42520002931
159,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,609,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f5380613-095b-49b3-aacb-b476dd06b4d8, , ,6096981.277771,11878.562781683
160,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,2400,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e9d30804-5056-4ea2-9163-b19c62315439, , ,24005332.3081665,45294.8597385945
161,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,235,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a854f657-9eae-4678-b43d-c56be750a60e, ,Limites d'origine non détectables sur imagerie,2354504.6581955,8699.14261551161
162,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,205,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,5534d2d4-72cc-44e4-9ce3-e6b0a4c7a6ab, ,Limites d'origine non détectables sur imagerie,2050405.14668274,7289.4992695249
163,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,764,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,24deea49-187b-495f-92eb-3fca0e5f52aa, , ,7650199.83428955,11106.2166609648
164,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,102,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,28401b5d-10c8-4c5d-9c37-41064dc3711a, , ,1024988.97283936,4076.07586223788
165,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,190,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,87a04aea-b8d4-43a7-a5c9-4a46a334ca34, , ,1906937.3581543,10928.6086897568
166,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,65,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a0687d16-f746-4228-8509-d56d3ea738f0, , ,647866.229095459,4359.34728592143
167,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,96,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,4697a595-9e22-441e-a945-a88967093ed9, ,Limites d'origine non détectables sur imagerie,963228.307983398,4768.29648194523
168,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,Abandonné,24,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a56f71be-9a84-4aa3-b48e-358241fc9559, ,Limites d'origine non détectables sur imagerie,240053.097045898,2114.43628866262
169,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,58,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,ce01db24-68b8-4557-99a4-17a291646d04, ,Limites d'origine non détectables sur imagerie,585588.165161133,2941.73963083122
170,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,235,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,dd90d963-84c7-4f5a-84fd-b529bfcd482a, , ,2346676.26141357,9539.93914379278
171,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,108,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a98bd365-47f6-4235-8519-e1e629c9c438, , ,1076263.7671814,4782.87515545018
172,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,En activité,85,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,59751a97-bbbc-48de-a5aa-6e64951af1a6, , ,852870.788856506,3996.08555352727
173,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,171,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,5cdd16f5-30ae-4884-a3b4-eb47af9c341d, , ,1708144.48520279,6531.71057788107
174,5120000,Culture pérenne, ,Café,De 30 à 100 hectares,, ,Abandonné,39,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,b832dd32-fe5a-4f3c-bb95-06067aad706f, , ,394932.354064941,2631.05975629638
175,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,338,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d4336add-5bd0-40b3-822e-8758cf141253, , ,3384000.85242462,10258.5552038333
176,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,309,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,36038835-d4c4-4dab-9257-072db66e9464, , ,3089976.53001022,8381.50217671199
177,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,557,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,28a4666b-0197-4986-a907-a0bc7dd5c9f7, , ,5583162.27276611,11061.5902915036
178,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,En activité,178,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6792319b-8c0e-43f7-be7e-fb1826a8fc39, , ,1786358.35302734,11579.8995982087
179,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,1455,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,758e5fe2-d3c6-4481-b710-86d8111b145f, , ,14567581.1581421,19730.973513645
180,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,686,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,22cc8cbe-6c10-4150-99c9-0d89dae23776, , ,6867883.79943848,10480.756015276
181,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,En activité,1539,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6a75c8b6-c632-4e0d-a62b-c10623ace4f1, , ,15410819.2937012,19675.7353973106
182,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,N.I.,55,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9236fca7-c9e3-41a1-abf6-7227c1200bd4, , ,547190.169677734,3064.1605100266
183,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,43,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,91993c42-98b2-4bc0-ab31-8fd2ed644563, , ,432328.464050293,4930.44472396402
184,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,120,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d5780ccf-e66b-4947-abb9-9638e2569bfa, , ,1200034.21386719,5149.95441103206
185,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,57,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,36cc20bc-2319-40c3-958a-f13050a1953a, , ,569803.317504883,3136.20101409025
186,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,46,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,1cb69d05-a29a-42e0-a3c5-d8e3188ff432, , ,460170.100585938,4723.28119749491
187,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,228,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,144a9cf8-a1e8-4cc2-9716-fbb96d672917, , ,2277754.18292236,10810.5399695548
188,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,184,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,3e057957-489c-454a-9f02-cb8b963cc2e8, , ,1840586.39916992,7627.49804662228
189,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,79,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2c010ba4-f321-4895-8f14-a8081e693061, , ,793476.332519531,5651.53457879057
190,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,53,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,8c5a354b-8ea1-4358-8166-28c7fdaae9e8, , ,528007.867446899,7269.47711786877
191,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,181,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9fb08606-c407-4fe0-88b7-51ffdd69d0ac, , ,1813784.29980469,8399.08159706763
192,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,272,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,17112733-2224-40ff-8e77-b5b59c7f0d99, , ,2717055.94702148,7932.91383196919
193,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,192,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,52092c36-8c85-4bd7-933f-422c80a25fce, , ,1915718.79714966,8061.15138023746
194,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,152,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,1085dfcd-0e3b-4866-8cbe-594ae8f929ff, , ,1524450.50009155,5666.0206472665
195,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,b8c71569-7734-428b-a43e-74cce5e96410, , ,314532.794677734,2642.41211076189
196,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,98164600-ba0e-48b3-b0ef-656cbd3715ce, , ,307241.810913086,4496.63533056907
197,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,158,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,acbed6a5-ac6a-4d50-8160-3a599fe32e67, , ,1581539.80621338,5066.57804863902
198,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,28230d04-0949-4b69-a29b-3b27a282dad2, , ,312431.103942871,2341.84731567954
199,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,30,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,92437928-11b8-4537-b39a-5b6ff470f427, , ,297754.024353027,2637.87383867273
200,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,30,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0c22637f-7502-4ff5-85a3-7ec111ef94ef, , ,296967.342590332,3008.12129244956
201,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,En activité,25,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0b3f745f-7be6-4a85-a2df-8b9e3e1b96a3, , ,255524.949584961,2102.9706765307
202,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,755,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,cf15f779-2fde-4815-805d-f65bcfaa78c6, , ,7558632.33227539,14820.3807179743
203,5120000,Culture pérenne,Site agroforestier de Kihunda,Acacia,Agroforesterie communautaire,, ,En activité,78,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d9152659-bb28-42d3-894b-8b18ce56c24f,EARDI-Gungu, ,779370.294311523,3820.84454989655
204,5120000,Culture pérenne,Site agroforestier de Mundundu,Acacia,Agroforesterie communautaire,, ,Abandonné,32,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,766a6ba5-55bf-44bd-9b3a-6f71427f9714,EARDI-Gungu,Limites d'origine non détectables sur imagerie,323541.46862793,2682.12511765427
205,5120000,Culture pérenne,Site agroforestier de Kimpombo,Acacia,Agroforesterie communautaire,, ,Abandonné,19,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2ef1e1ab-4554-4224-9e05-855a6faa48a8,EARDI-Gungu,Limites d'origine non détectables sur imagerie,190297.155883789,2378.17934986173
206,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,43,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f086e8b2-a3f4-40f3-9871-9a89e443b4d1, , ,435183.988464355,2693.23079751028
207,5120000,Culture pérenne,Site agroforestier de Kamwania,Acacia,Agroforesterie communautaire,, ,En activité,61,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f8bdff38-f305-4c5f-804c-670c4352de3f, , ,611626.485473633,3513.38767097697
208,5120000,Culture pérenne,Site agroforestier de Kingelema,Palmier à huile,Agroforesterie communautaire,, ,En activité,54,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,55c6231f-515c-4b24-b115-c13172e490d0, , ,544143.916748047,3477.33185703644
209,5120000,Culture pérenne,Site agroforestier de Kitembo,Acacia,Agroforesterie communautaire,, ,En activité,70,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,98369069-a198-40ec-bb12-d8241cca8b5b, , ,703667.569091797,3617.3151008365
210,5120000,Culture pérenne,Site agroforestier de Dipanda,Acacia,Agroforesterie communautaire,, ,En activité,48,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a539928f-196d-454e-987c-c733fa41e3d2, , ,485304.889770508,3026.62785409041
211,5120000,Culture pérenne,Site agroforestier de Pembe,Acacia,Agroforesterie communautaire,, ,En activité,50,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,575d727b-7f4d-4b81-865a-1030ecd6cf7f,Secteur Kilamba, ,503564.286743164,3448.49372099139
212,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,455,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,166860b7-4c7e-4fd7-9f7c-ad04c0d963ac, , ,4547717.45663452,12822.8113984474
213,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,247,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d02ae560-1c82-49f2-9aba-9eee65196822, , ,2470143.50084686,8799.53523853044
214,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,510,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9ab64a8a-5628-4a9f-aa1f-2039fa5a0692, , ,5096658.30209351,18990.8234785904
215,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,601,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,20237e22-1fe3-43cb-be69-b231dd040235, , ,6025495.19873047,21398.8048417205
216,5120000,Culture pérenne,Site agroforestier abandonné de Kapakasa I,Acacia,Agroforesterie communautaire,, ,Abandonné,18,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,cc4c49dc-73d2-4b28-8b20-4322b1d3287b,EARDI-Gungu, ,177472.155517578,2585.0344179016
217,5120000,Culture pérenne,Site agroforestier abandonné de Kapakasa II,Acacia,Agroforesterie communautaire,, ,Abandonné,16,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,b21f60b0-9813-4504-81d4-35f683a55979,EARDI-Gungu, ,162608.537719727,2403.72212221943
218,5120000,Culture pérenne,Site agroforestier abandonné de Mwembe,Acacia,Agroforesterie communautaire,, ,Abandonné,15,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6278bf87-94a3-4ceb-a6a7-615e2f18f666, , ,148313.817626953,2234.80830087751
219,5120000,Culture pérenne,Site agroforestier abandonné de Mukenge,Acacia,Agroforesterie communautaire,, ,Abandonné,20,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2326bafe-03eb-4a60-82ac-108ce6a40dbe,EARDI-Gungu, ,199367.07421875,2798.61225768649
220,5120000,Culture pérenne,Site agroforestier abandonné de Lwebe,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,21,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,c2fd240e-07e1-49b4-9bd6-fa20d6bd2175, , ,209709.120483398,2229.35506611345
221,5120000,Culture pérenne,Site agroforestier de Khulu,Acacia,Agroforesterie communautaire,, ,Abandonné,46,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2312e848-1c52-4d5e-990a-d8a4cf357b46, , ,457933.32421875,4271.48253114589
222,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,166,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0555875d-0026-47b9-ae0c-6dc8eeb56c53, , ,1667477.11407471,7732.85019854194
223,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,47,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,3f56a4e4-3ed0-493a-b16a-55675457f238, , ,468812.130981445,3564.09401839931
224,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,197,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,ee6f8eda-844d-4e1d-8a29-f521bc1c0a5a, , ,1971107.40374756,7470.36419694048
225,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,95,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6fb9c424-4861-49e7-8b36-6b618aff09f1, , ,951183.292907715,4891.50435595889
226,5120000,Culture pérenne,Site agroforestier abandonné de Mihwa,Acacia,Agroforesterie communautaire,, ,Abandonné,20,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,6931da2c-e230-4924-8e64-88edb1db9aaa, , ,205454.322387695,2124.29445898712
227,5120000,Culture pérenne,Site Agroforestier de Mabaya Tatu II,Acacia,Agroforesterie communautaire,, ,Abandonné,40,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,4ea2b2be-0dc2-4a65-9c20-db44f075e9e1,CPDA, ,397656.661621094,2827.05605165838
228,5120000,Culture pérenne,Site Agroforestier de Mabaya Tatu,Acacia,Agroforesterie communautaire,, ,Abandonné,42,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d25d4187-ff86-41dd-8255-52facbcc91dd,CPDA, ,422103.265625,2894.73463320806
229,5120000,Culture pérenne,Site agroforestier de Mikandeji,Acacia,Agroforesterie communautaire,, ,En activité,57,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,837645d0-7b47-4597-9b9c-d97b370ac5d0,EARDI-Gungu, ,571872.036621094,3283.44624541003
