OBJECTID,type_,desc_type,nom_plant,culture,echelle,province,nom_acquer,etat_plant,sup_adm_ha,sup_sig_ha,created_user,created_date,last_edited_user,last_edited_date,globalid,proprietaire,note,Shape__Area,Shape__Length
334,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1448,1428,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,5c5f68fe-5398-4553-a20e-672c37776c31, , ,14483028.7547607,22148.7807081272
335,5120000,Culture pérenne, ,Cacao,De 100 à 1000 hectares,, ,Abandonné,453,447,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,6f2a71ea-6397-492f-b4a3-651cfc483eea, ,Limites d'origine non détectables sur imagerie,4530835.74249268,10096.5369381164
336,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,62,61,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,bbb680ae-bb05-441a-add5-7ccf50ae78b8, , ,619880.025634766,3193.67795160216
337,5120000,Culture pérenne,Concession BEMBA,Palmier à huile,De 100 à 1000 hectares,, ,En activité,594,586,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,bdea8a91-97a7-44e5-9cf8-a104268e0a8d, , ,5945290.98846436,10719.324274123
338,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,5163,5093,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1b913414-c21f-4d78-a835-2955381bd099, , ,51664728.1367188,42666.6373656073
339,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1695,1676,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,7507062a-efd8-47fe-ab26-f016e857eb91, ,Limites d'origine non détectables sur imagerie,16997394.0199585,27411.1520586943
340,5120000,Culture pérenne, , ,De plus de 1000 hectares,, ,Abandonné,2150,2122,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,a821375c-a3b5-4d92-b643-bbab9cc37362, , ,21523471.0926514,24154.7339204205
341,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,186,184,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ae52f6b7-99da-44b8-b9c6-a80634c61d82, , ,1862466.67024231,6559.83517342705
342,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,190,188,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,95682ff9-dac7-491e-a4c1-0c668f2f7dac, , ,1906937.3581543,10928.6086897568
343,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,En activité,736,725,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,40f738fa-63b2-4c3a-81d3-2569967b488f, , ,7358883.3542099,18385.8951366495
344,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,121,122,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,cbac96f5-5c56-426c-be83-42fe51c21d2e, , ,1233848.92773438,5084.77821337295
345,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,69,68,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,f601f197-1213-4c8a-9d26-b1972e6121e2, , ,687820.066009521,4305.66994124594
346,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,En activité,144,142,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0a7ae098-8275-40d5-b59e-00b8fe002157, , ,1436987.45916748,6830.51105528026
347,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,364,359,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,bee87cae-549a-4ec5-8f33-913478e62601, , ,3638587.6471405,8809.58344680773
348,5120000,Culture pérenne, ,Café,De 30 à 100 hectares,, ,Abandonné,39,39,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,224568a9-474b-4282-b911-a1a21b1a3550, , ,394932.354064941,2631.05975629638
349,5120000,Culture pérenne,Site agroforestier de Kitembo,Acacia,Agroforesterie communautaire,, ,En activité,70,69,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b52de711-f2c4-45bb-b0d2-ad658d26823a, , ,703667.569091797,3617.3151008365
350,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,510,502,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0694e647-b9fd-4e50-aec4-f93224d6ee9f, , ,5096658.30209351,18990.8234785904
351,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,764,754,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,98233ff9-d95d-4a36-93ef-0308a0c30050, , ,7650199.83428955,11106.2166609648
352,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,1549,1527,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,4e8610a3-c0fd-4328-b39e-b246a9519ea7, , ,15487525.2441101,45568.7632594995
353,5120000,Culture pérenne,Oil palms,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,130,128,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,934990bc-957e-477d-a8e2-9ff4fc89aa21, , ,1301560.43992233,5828.7890389658
354,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,321,318,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,102fac47-4c87-48dd-ab88-b2b3fbae2b90, , ,3220918.18890381,11797.29559262
355,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,176,177,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,d52ed91a-3c4c-4ad9-af1a-5a0b8cf445e4, , ,1791132.93066406,6576.55792373591
356,5120000,Culture pérenne,Site Agroforestier de Mabaya Tatu II,Acacia,Agroforesterie communautaire,, ,Abandonné,40,39,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,19986201-6461-4783-bce3-afabb815d047,CPDA, ,397656.661621094,2827.05605165838
357,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,1902,1911,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,7a7aead2-c827-4431-b11a-2a9886112a6b, , ,19380333.3535156,29577.6444240645
358,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,2527,2541,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,f0f89bf6-eafe-4853-82cf-053b7ebda8f9, ,En extension 2017-2018-2019,25766270.9577637,24187.0245882416
359,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,En activité,25,25,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c380b3bb-3efd-416f-89f5-d6c38e7699fe, , ,255524.949584961,2102.9706765307
360,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,53,53,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,0003dc77-1b60-41b1-9fd3-882b4fa91cce, , ,534065.049377441,3496.80074777851
361,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,455,449,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,783fbb1e-6a46-42ed-9324-0d40921fee6d, , ,4553641.12805176,8643.51048506686
362,5120000,Culture pérenne,Site agroforestier de Gianga,Palmier à huile,Agroforesterie communautaire,, ,En activité,52,51,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9fd1b6e4-ef4c-4505-8cbc-2fb5c89e5fa3, , ,518634.057128906,3280.22375559276
363,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,107,108,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,56eea237-f832-4528-8dd8-ec23b3fb984d, , ,1092337.72509766,4263.85283812919
364,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,62,61,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,8a8ef80c-f7ac-4959-8391-92e5babe4b50, , ,620935.148132324,4174.74332020214
365,5120000,Culture pérenne,Site agroforestier abandonné de Tobi,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,31,30,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e2549100-a458-4452-b5d0-d3acd261fcd7, , ,307551.486328125,2489.35632071016
366,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,142,140,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1c1e4c9d-0124-4b8b-8bb9-6c932a1016bb, , ,1415442.27027893,6300.4928657771
367,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,5191,5122,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,24d418eb-ca42-4889-9cf8-ede20a321edb, , ,51959813.4328613,71982.0799205181
368,5120100,Culture annuelle,Parc agro-industriel de Bukanga-Lonzo, ,De plus de 1000 hectares,, ,En activité,8310,8219,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,5dffb181-c73f-4a80-b90b-b259e4aff5e3, , ,83373712.9604492,95460.6295405372
369,5120000,Culture pérenne,Site Agroforestier Itunu,Acacia,Agroforesterie communautaire,, ,Abandonné,41,41,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,96f7b0cb-3075-42f4-bc4a-0897179048f4,EARDI-Gungu, ,412173.919677734,2880.19790349094
370,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,132,130,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,13f83705-f980-490c-b1ce-e6dfc367c815, , ,1317029.75494385,5132.00974704895
371,5120000,Culture pérenne,Lokutu,Palmier à huile,De plus de 1000 hectares,,Unilever,En activité,14360,14159,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e87e2d1a-768b-4b9e-9609-583b7d8ee279,PHC/Feronia, ,143624230.019592,692315.591242392
372,5120000,Culture pérenne,Site Agroforestier de Mazinga,Acacia,Agroforesterie communautaire,, ,Abandonné,25,25,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f69d8c49-912c-491d-90a0-c69b850d922a,CPDA,Limites d'origine non détectables sur imagerie,255714.910522461,2623.41219230966
373,5120000,Culture pérenne,Sites agroforestiers de Kimeso I et II,Palmier à huile,Agroforesterie communautaire,, ,En activité,113,112,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,60a4bf03-44b7-4d99-93ec-edb1bd89b958, , ,1131231.55908203,5677.12355209415
374,5120000,Culture pérenne,Site agroforestier de Kamwania,Acacia,Agroforesterie communautaire,, ,En activité,61,60,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a67202f2-3302-44ca-8419-bad2684d42bc, , ,611626.485473633,3513.38767097697
375,5120000,Culture pérenne, ,N.I.,De 10 à 30 hectares,, ,En activité,14,14,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,74a3bf78-8ce3-47fe-ad5a-fadc41da890e, , ,140781.946716309,1776.1679503527
376,5120000,Culture pérenne,Site agroforestier de Kisalu,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,20,19,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a0683884-19a9-4664-876d-67a9d9fe01dd, , ,197433.479125977,2139.98796831448
377,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,182,179,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0d645220-02ac-4b10-88bc-9c3b603d2792, , ,1815231.28356934,5933.92391965668
378,5120000,Culture pérenne,Site agroforestier de Pembe,Acacia,Agroforesterie communautaire,, ,En activité,50,50,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,405f79ea-cd16-4004-a8ee-872225543611,Secteur Kilamba, ,503564.286743164,3448.49372099139
379,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,106,105,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,ee2d7ab1-e8cb-4f93-ad35-beb3db3280e6, , ,1064299.51824951,4608.71497341359
380,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,399,393,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,2c4f2bcc-5a47-4fd8-80e5-ad639d11cb3c, ,Limites d'origine non détectables sur imagerie,3987357.62026596,9020.30938138851
381,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,1859,1866,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,3ebc8bac-bcd5-4293-8ac1-d4086cc7f68e, , ,18922807.7131348,27897.3684274894
382,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,425,428,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,c35906f7-faf7-4309-bfbd-d73b32f14ec6, , ,4339607.73583984,14218.3483110948
383,5120000,Culture pérenne,Site Agroforestier Mabaya tatu,Acacia,Agroforesterie communautaire,, ,Abandonné,27,27,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,069d2bed-38d5-4920-a731-d6e487026c7f,EARDI-Gungu, ,272562.243408203,2592.3719065508
384,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,53,53,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,a12d220d-cd39-4509-bed1-57eb1f677fe1, , ,535002.347290039,3071.93952795816
385,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,154,153,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b1d9e1af-78d4-459a-acc7-3ccadb62e6dd, ,Limites d'origine non détectables sur imagerie,1547370.77471924,5078.18522703438
386,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,34,33,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,374bb5ea-9f6c-4149-a0cc-24ad5fb37f54, , ,335959.381072998,2464.77873712788
387,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,188,186,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9ecf2594-af3b-4c0b-acc9-20b83371a3b9, , ,1882416.49975586,10489.0233760448
388,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,686,677,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c03f97d3-d820-4da1-ae26-fedce5d6e4ef, , ,6867883.79943848,10480.756015276
389,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,122,120,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,816cdec6-24ab-43a4-95b5-42d430cd85d7, , ,1222057.38867188,4716.45205201028
390,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,69,68,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e3deee32-6d48-4cbc-be06-085e7f24ae90, , ,690514.984802246,3827.63685375673
391,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,239,241,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,7536d162-7a39-4fdb-b678-bac886aa188f, , ,2444994.45654297,7294.72452731761
392,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,N.I.,130,128,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,590743e3-6cf5-4394-8497-490afcc5bdd7, , ,1299742.13012695,8382.94547632151
393,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,47,46,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ce482b52-da7b-4137-8e01-bda6d4789571, , ,468812.130981445,3564.09401839931
394,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,172,170,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a7b25fae-e082-40e7-a139-1a0d1062386d, , ,1723861.30725098,5309.06040118529
395,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,465,466,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,dc4d0b0c-4d78-4036-a549-9a32964814eb, , ,4726948.57177734,37856.7236806568
396,5120000,Culture pérenne,Site agroforestier abandonné de Lwebe,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,21,21,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,4ab263a9-13f1-44a1-9273-f78b95501201, , ,209709.120483398,2229.35506611345
397,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,1259,1265,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,8a447630-0cf2-44fb-912a-4ff5d17d5629, , ,12827238.704834,33283.6713973273
398,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,202,199,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,036f9274-e85a-4ebf-9389-91afd268b0f6, , ,2016254.48895264,5687.5287387531
399,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,192,189,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f67da77a-5167-45d9-8ace-ae3852faf89d, , ,1915718.79714966,8061.15138023746
400,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,174,176,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,c68e7800-1cbc-4395-9dd7-2c3af343d9ab, , ,1781099.80224609,9481.18574141356
401,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,609,601,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,85a9dbe7-cbea-46ea-9ca0-894f11b380eb, , ,6096981.277771,11878.562781683
402,5120000,Culture pérenne, , ,De 10 à 30 hectares,, ,En activité,26,26,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,210540ee-0c83-40f3-b239-9187e1f29223, , ,265306.135498047,2097.26912586343
403,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,49,48,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,aeac6423-b030-464c-91ca-86b84d02c473, , ,486578.956848145,3047.52689868748
404,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,754,744,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,25b842c6-88c3-484b-945a-a6b95d505dd6, , ,7550469.26452637,12543.1853364078
405,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,811,799,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1340ac25-1ebe-402b-82d4-7cb1e827d6a0, ,Limites d'origine non détectables sur imagerie,8109734.79412842,12245.3903684857
406,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,131,131,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,b15d44c3-6853-4db3-9ff9-b6d76e61b87e, ,En extension,1331614.16015625,7698.29496176283
407,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,928,916,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,d5d4cef6-6c8b-40e4-a3e8-a75977bc9a99, ,Limites d'origine non détectables sur imagerie,9294727.77410889,18945.0476530445
408,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,En activité,1270,1255,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,5141c01d-bce1-47c1-a24f-a8514ecf64c4, ,Agroforestière,12734052.1283569,20881.9107898095
409,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,219,220,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,b8d0cdbb-a358-458d-b379-93711f6891df, , ,2226144.49609375,6029.94232572407
410,5120000,Culture pérenne,Site Agroforestier de Nto sawula,Acacia,Agroforesterie communautaire,, ,Abandonné,34,34,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,53d5d943-8dcd-42cd-8932-a3f973ae6fa1,CPDA,Limites d'origine non détectables sur imagerie,346050.619873047,2790.45840449352
411,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,104,102,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,93c9423e-47f9-434c-961a-2c535cb05253, ,Limites d'origine non détectables sur imagerie,1038964.57878113,5955.47341008785
412,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,120,118,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,300700f8-9f91-4c65-843d-8223bb4ece92, , ,1200034.21386719,5149.95441103206
413,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,167,165,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,86e6900e-e1ff-4f25-b543-a3b39bf8561f, , ,1669063.82775879,7542.98596627336
414,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,1600,1606,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,0f2abf38-2432-4efc-a93d-6908d1391cb1, , ,16287743.6403809,25781.2574884556
415,5120000,Culture pérenne,Boteka,Palmier à huile,De plus de 1000 hectares,,Unilever,En activité,3882,3827,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,32aa468d-682d-4855-9346-5415d5cccd4f,PHC/Feronia, ,38816621.3337097,165409.747553224
416,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,181,179,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e253816e-5299-4c7d-a818-04ec1e14c4c3, , ,1813784.29980469,8399.08159706763
417,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,Abandonné,1664,1642,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,f63feab0-7243-4978-b200-c1130deeab47, ,Limites d'origine non détectables sur imagerie,16652354.2200317,31383.4376646036
418,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1026,1012,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f320dce2-f10b-4479-ad55-ed0e2068cbad, ,Limites d'origine non détectables sur imagerie,10261251.0542259,19857.8937059484
419,5120000,Culture pérenne, , ,De plus de 1000 hectares,, ,En activité,3845,3792,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,90681ff0-fbc2-4795-98a1-b99fe2349b6c, , ,38465491.1109314,47049.9439626572
420,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,213,211,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,6d1d1b18-3164-4739-af23-d1aea175b906, , ,2135522.96417236,6205.30856587681
421,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,712,703,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,eb4b2d6a-535b-4fac-bcd4-a9f42417dc0d, , ,7126618.53308105,17597.8863257879
422,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,141,139,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,413732e2-ead3-4733-aa47-bcd0bf049e39, , ,1410050.54931641,6042.64422472265
423,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,197,194,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,178d5a6c-7839-4954-bec7-386e45195508, , ,1971107.40374756,7470.36419694048
424,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,129,128,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b5275f32-f2a2-494f-be67-ff45545f2998, ,Limites d'origine non détectables sur imagerie,1294158.24609375,4737.78995905551
425,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,184,181,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,56246154-8f8b-4ed6-ac86-6e58b1659fb7, , ,1840586.39916992,7627.49804662228
426,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,104,102,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,0de49a03-fceb-47de-ae7e-db373adddc06, , ,1037440.587677,4154.35837957607
427,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,649,640,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ccab04c7-524a-4497-ab2c-4a577d9b6337, , ,6494644.81791687,11208.9602202451
428,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,147,145,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,87d54c39-cb6b-4981-aad7-91d03ec2355a, , ,1473529.81335449,4925.05561392581
429,5120000,Culture pérenne, ,Café,De 30 à 100 hectares,, ,En activité,65,64,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,cbf7d6c8-0aa6-4030-9e5e-9f8dc7f6ec74, ,Limites d'origine non détectables sur imagerie,649276.001174927,3170.54826968953
430,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,228,225,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,2c1218cd-5c8d-4129-bead-9dbd09cc4b16, , ,2277754.18292236,10810.5399695548
431,5120000,Culture pérenne, , ,De 10 à 30 hectares,, ,N.I.,14,14,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b36c7c26-9f40-4766-a03a-2041b5a867ee, , ,141940.016342163,1596.99925660797
432,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,87,85,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,aa65a959-e9eb-4fe2-b4f9-a73c73e5fbb9, , ,865181.374694824,4131.6435749644
433,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,En activité,178,176,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,11e8aa75-87e0-42f6-921d-a503f4f3f659, , ,1786358.35302734,11579.8995982087
434,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,342,337,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a27c82d9-55cf-41fd-88f9-9e063d992927, , ,3422783.32833862,9199.14154622222
435,5120000,Culture pérenne,Site agroforestier abandonné de Hulenu,Acacia,Agroforesterie communautaire,, ,Abandonné,38,37,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9d2e45e9-429e-4018-a705-e69a0c283cd8, ,Limites d'origine non détectables sur imagerie,379519.571044922,2619.13991165195
436,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,158,156,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d23dbb5d-7842-4be3-ac9c-d5b722b2a27f, , ,1581539.80621338,5066.57804863902
437,5120000,Culture pérenne,Site Agroforestier Ibansi,Acacia,Agroforesterie communautaire,, ,En activité,75,74,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,cac49a8d-4211-47a2-8d7e-0edcebb9a18a,EARDI-Gungu, ,749295.643066406,3529.12548620927
